,jobID,agency,businessTitle,#ofPositions,jobCategory,salaryRangeFrom,salaryRangeTo,workLocation1
684,390864,DEPARTMENT OF SANITATION,ADMINISTRATIVE SUPERVISOR OF BUILDING MAINTENANCE,1,Building Operations & Maintenance,56990.0,156829.0,"52-35 58Th St., Woodside, Ny"
685,390870,DEPT OF INFO TECH & TELECOMM,Cyber Threat Analyst,1,"Technology, Data & Innovation",75000.0,95000.0,"Brooklyn, NY"
686,390870,DEPT OF INFO TECH & TELECOMM,Cyber Threat Analyst,1,"Technology, Data & Innovation",75000.0,95000.0,"Brooklyn, NY"
687,391014,MAYORS OFFICE OF CONTRACT SVCS,Senior Data Analyst,1,"Technology, Data & Innovation",65000.0,80000.0,"22 Reade St. New York, NY 10007"
688,391014,MAYORS OFFICE OF CONTRACT SVCS,Senior Data Analyst,1,"Technology, Data & Innovation",65000.0,80000.0,"22 Reade St. New York, NY 10007"
689,391062,OFFICE OF EMERGENCY MANAGEMENT,OPERATIONS DESKTOP SUPPORT TECHNICIAN,1,"Technology, Data & Innovation",54000.0,58000.0,"165 Cadman Plaza East Brooklyn, NY 11201"
690,391062,OFFICE OF EMERGENCY MANAGEMENT,OPERATIONS DESKTOP SUPPORT TECHNICIAN,1,"Technology, Data & Innovation",54000.0,58000.0,"165 Cadman Plaza East Brooklyn, NY 11201"
691,391112,DEPT OF INFO TECH & TELECOMM,Software Asset Management Associate,3,"Finance, Accounting, & Procurement Technology, Data & Innovation Policy, Research & Analysis",62862.0,85000.0,"Brooklyn, NY"
692,391139,OFFICE OF MANAGEMENT & BUDGET,DOITT and DCAS  Analyst,1,"Finance, Accounting, & Procurement Legal Affairs",45491.0,68244.0,255 Greenwich Street
693,391139,OFFICE OF MANAGEMENT & BUDGET,DOITT and DCAS  Analyst,1,"Finance, Accounting, & Procurement Legal Affairs",45491.0,68244.0,255 Greenwich Street
694,391245,DEPT OF DESIGN & CONSTRUCTION,Graphic Designer,1,Communications & Intergovernmental Affairs,57125.0,97233.0,"30-30 Thomson Avenue, LIC, NY"
695,391245,DEPT OF DESIGN & CONSTRUCTION,Graphic Designer,1,Communications & Intergovernmental Affairs,57125.0,97233.0,"30-30 Thomson Avenue, LIC, NY"
696,391389,DEPT OF INFO TECH & TELECOMM,Policy Analyst,1,"Legal Affairs Policy, Research & Analysis",51190.0,71753.0,"Brooklyn, NY"
697,391389,DEPT OF INFO TECH & TELECOMM,Policy Analyst,1,"Legal Affairs Policy, Research & Analysis",51190.0,71753.0,"Brooklyn, NY"
698,391413,DEPT OF INFO TECH & TELECOMM,Senior IT Architect,1,"Technology, Data & Innovation",0.0,175000.0,"Brooklyn, NY"
699,391413,DEPT OF INFO TECH & TELECOMM,Senior IT Architect,1,"Technology, Data & Innovation",0.0,175000.0,"Brooklyn, NY"
700,391452,TAXI & LIMOUSINE COMMISSION,Inclusion Education Reserch intern,1,"Policy, Research & Analysis",15.5,19.9,"33 Beaver St, New York Ny"
701,391452,TAXI & LIMOUSINE COMMISSION,Inclusion Education Reserch intern,1,"Policy, Research & Analysis",15.5,19.9,"33 Beaver St, New York Ny"
702,391454,TAXI & LIMOUSINE COMMISSION,Driver Education Program Intern,1,"Policy, Research & Analysis",15.5,19.9,"33 Beaver St, New York Ny"
703,391454,TAXI & LIMOUSINE COMMISSION,Driver Education Program Intern,1,"Policy, Research & Analysis",15.5,19.9,"33 Beaver St, New York Ny"
704,391531,DEPT OF DESIGN & CONSTRUCTION,Design Intern,7,"Engineering, Architecture, & Planning",49916.0,60447.0,"30-30 Thomson Avenue, LIC, NY"
705,391531,DEPT OF DESIGN & CONSTRUCTION,Design Intern,7,"Engineering, Architecture, & Planning",49916.0,60447.0,"30-30 Thomson Avenue, LIC, NY"
706,391535,DEPT OF DESIGN & CONSTRUCTION,Director,2,"Engineering, Architecture, & Planning",63031.0,168433.0,"30-30 Thomson Avenue, LIC, Queens, NY"
707,391535,DEPT OF DESIGN & CONSTRUCTION,Director,2,"Engineering, Architecture, & Planning",63031.0,168433.0,"30-30 Thomson Avenue, LIC, Queens, NY"
708,391689,MAYORS OFFICE OF CONTRACT SVCS,"Analyst, Health and Human Services",1,"Policy, Research & Analysis Social Services",45000.0,50000.0,253 Broadway New York NY
709,391689,MAYORS OFFICE OF CONTRACT SVCS,"Analyst, Health and Human Services",1,"Policy, Research & Analysis Social Services",45000.0,50000.0,253 Broadway New York NY
710,391898,POLICE DEPARTMENT,"Computer Specialist (SW), I",1,"Technology, Data & Innovation",79564.0,99161.0,"1 Police Plaza, N.Y."
711,391898,POLICE DEPARTMENT,"Computer Specialist (SW), I",1,"Technology, Data & Innovation",79564.0,99161.0,"1 Police Plaza, N.Y."
712,391901,DEPT OF DESIGN & CONSTRUCTION,Administrative Liaison,1,Administration & Human Resources,39237.0,47824.0,"30-30 Thomson Avenue, LIC, NY"
713,391901,DEPT OF DESIGN & CONSTRUCTION,Administrative Liaison,1,Administration & Human Resources,39237.0,47824.0,"30-30 Thomson Avenue, LIC, NY"
714,391902,DEPT OF ENVIRONMENT PROTECTION,Construction Inspector/ Office Engineer,1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",65783.0,95270.0,"The BEDC In House CM office address is 2389 Route 28A, Shokan, NY.  Projects can be located anywhere in the West of Hudson watershed (In the counties of Ulster, Delaware, Schoharie, Greene and Orange). These locations are a minimum of 2 hours north of NYC with no public transportation available."
715,391902,DEPT OF ENVIRONMENT PROTECTION,Construction Inspector/ Office Engineer,1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",65783.0,95270.0,"The BEDC In House CM office address is 2389 Route 28A, Shokan, NY.  Projects can be located anywhere in the West of Hudson watershed (In the counties of Ulster, Delaware, Schoharie, Greene and Orange). These locations are a minimum of 2 hours north of NYC with no public transportation available."
716,391903,DEPT OF ENVIRONMENT PROTECTION,Resident Engineer/Accountable Manager,1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",72476.0,106222.0,"The address is 2389 Route 28A Olivebridge NY 12461.  West of Hudson (Two hours north of NYC in the counties of Ulster, Delaware, Schoharie, Greene and Orange)"
717,391903,DEPT OF ENVIRONMENT PROTECTION,Resident Engineer/Accountable Manager,1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",72476.0,106222.0,"The address is 2389 Route 28A Olivebridge NY 12461.  West of Hudson (Two hours north of NYC in the counties of Ulster, Delaware, Schoharie, Greene and Orange)"
718,391911,POLICE DEPARTMENT,"Computer Specialist (SW), I",1,"Technology, Data & Innovation",79564.0,99161.0,"620 Circle Drive,Fort Totten, Bayside, NY"
719,391911,POLICE DEPARTMENT,"Computer Specialist (SW), I",1,"Technology, Data & Innovation",79564.0,99161.0,"620 Circle Drive,Fort Totten, Bayside, NY"
720,391919,POLICE DEPARTMENT,"Computer Specialist (SW), I",1,"Technology, Data & Innovation",79564.0,99161.0,"1 Police Plaza, N.Y."
721,391919,POLICE DEPARTMENT,"Computer Specialist (SW), I",1,"Technology, Data & Innovation",79564.0,99161.0,"1 Police Plaza, N.Y."
722,392179,DEPT OF ENVIRONMENT PROTECTION,CONTRACTS ATTORNEY,2,"Legal Affairs Policy, Research & Analysis",58716.0,89638.0,"59-17 Junction Blvd Flushing, NY 11373"
723,392179,DEPT OF ENVIRONMENT PROTECTION,CONTRACTS ATTORNEY,2,"Legal Affairs Policy, Research & Analysis",58716.0,89638.0,"59-17 Junction Blvd Flushing, NY 11373"
724,392214,DEPT OF INFO TECH & TELECOMM,Project Performance Analyst,1,"Policy, Research & Analysis",37217.0,52524.0,"New York, NY"
725,392214,DEPT OF INFO TECH & TELECOMM,Project Performance Analyst,1,"Policy, Research & Analysis",37217.0,52524.0,"New York, NY"
726,392237,DEPT OF DESIGN & CONSTRUCTION,Permits and Approval Liaison,1,"Engineering, Architecture, & Planning",55416.0,83151.0,"30-30 Thomson Avenue, LIC, NY"
727,392237,DEPT OF DESIGN & CONSTRUCTION,Permits and Approval Liaison,1,"Engineering, Architecture, & Planning",55416.0,83151.0,"30-30 Thomson Avenue, LIC, NY"
728,392371,DEPT OF DESIGN & CONSTRUCTION,Executive Director,1,"Engineering, Architecture, & Planning",63031.0,168433.0,"30-30 Thomson Avenue, LIC, NY"
729,392371,DEPT OF DESIGN & CONSTRUCTION,Executive Director,1,"Engineering, Architecture, & Planning",63031.0,168433.0,"30-30 Thomson Avenue, LIC, NY"
730,392393,DEPARTMENT OF INVESTIGATION,Investigative Engineer,1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",67249.0,80000.0,Marlboro NY
731,392393,DEPARTMENT OF INVESTIGATION,Investigative Engineer,1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",67249.0,80000.0,Marlboro NY
732,392404,OFFICE OF MANAGEMENT & BUDGET,Unit Head  Department for the Aging (DFTA) / Department for Youth and Community Development (DYCD),1,"Finance, Accounting, & Procurement Health Policy, Research & Analysis Social Services",95522.0,95522.0,255 Greenwich Street
733,392404,OFFICE OF MANAGEMENT & BUDGET,Unit Head  Department for the Aging (DFTA) / Department for Youth and Community Development (DYCD),1,"Finance, Accounting, & Procurement Health Policy, Research & Analysis Social Services",95522.0,95522.0,255 Greenwich Street
734,392412,DEPT OF ENVIRONMENT PROTECTION,Supervisor of the Payroll NYCAPS Unit,1,Administration & Human Resources,56798.0,60000.0,"59-17 Junction Blvd, Corona NY"
735,392725,HRA/DEPT OF SOCIAL SERVICES,SENIOR RESEARCH COORDINATOR,1,"Administration & Human Resources Policy, Research & Analysis Social Services",82008.0,100000.0,151 West Broadway New York N Y
736,392763,DEPT OF INFO TECH & TELECOMM,College Aide,11,"Administration & Human Resources Finance, Accounting, & Procurement Technology, Data & Innovation",15.5,16.0,"Brooklyn, NY"
737,392763,DEPT OF INFO TECH & TELECOMM,College Aide,11,"Administration & Human Resources Finance, Accounting, & Procurement Technology, Data & Innovation",15.5,16.0,"Brooklyn, NY"
738,392794,DEPT OF INFO TECH & TELECOMM,Senior Data Engineer,1,"Technology, Data & Innovation",75000.0,139000.0,"Brooklyn, NY"
739,392794,DEPT OF INFO TECH & TELECOMM,Senior Data Engineer,1,"Technology, Data & Innovation",75000.0,139000.0,"Brooklyn, NY"
740,392837,DEPT OF DESIGN & CONSTRUCTION,Senior Data Analyst,1,"Engineering, Architecture, & Planning Technology, Data & Innovation",58027.0,81301.0,"30-30 Thomson Avenue, LIC, NY"
741,392837,DEPT OF DESIGN & CONSTRUCTION,Senior Data Analyst,1,"Engineering, Architecture, & Planning Technology, Data & Innovation",58027.0,81301.0,"30-30 Thomson Avenue, LIC, NY"
742,392885,DEPARTMENT OF INVESTIGATION,Auditor,1,"Finance, Accounting, & Procurement Public Safety, Inspections, & Enforcement",43799.0,55000.0,"Primary Work Location:  5503 Route 9W Marlboro, NY 465 Columbus Ave., Valhalla, NY"
743,392885,DEPARTMENT OF INVESTIGATION,Auditor,1,"Finance, Accounting, & Procurement Public Safety, Inspections, & Enforcement",43799.0,55000.0,"Primary Work Location:  5503 Route 9W Marlboro, NY 465 Columbus Ave., Valhalla, NY"
744,392902,DEPT OF DESIGN & CONSTRUCTION,Senior EEO Investigator,1,Legal Affairs,58381.0,82147.0,"30-30 Thomson Avenue, LIC, NY"
745,392902,DEPT OF DESIGN & CONSTRUCTION,Senior EEO Investigator,1,Legal Affairs,58381.0,82147.0,"30-30 Thomson Avenue, LIC, NY"
746,393038,DEPT OF DESIGN & CONSTRUCTION,Program Administrator,1,"Engineering, Architecture, & Planning",52524.0,81535.0,"30-30 Thomson Avenue, LIC, NY"
747,393038,DEPT OF DESIGN & CONSTRUCTION,Program Administrator,1,"Engineering, Architecture, & Planning",52524.0,81535.0,"30-30 Thomson Avenue, LIC, NY"
748,393061,DEPT OF DESIGN & CONSTRUCTION,Program Executive,1,"Engineering, Architecture, & Planning",63031.0,168433.0,"30-30 Thomson Avenue, LIC, NY"
749,393061,DEPT OF DESIGN & CONSTRUCTION,Program Executive,1,"Engineering, Architecture, & Planning",63031.0,168433.0,"30-30 Thomson Avenue, LIC, NY"
750,393069,DEPT OF DESIGN & CONSTRUCTION,College Aide,1,"Engineering, Architecture, & Planning",15.5,19.9,"3030 Thomson Avenue, LIC, NY"
751,393069,DEPT OF DESIGN & CONSTRUCTION,College Aide,1,"Engineering, Architecture, & Planning",15.5,19.9,"3030 Thomson Avenue, LIC, NY"
752,393229,OFF OF PAYROLL ADMINISTRATION,Administrative Associate,1,"Technology, Data & Innovation Policy, Research & Analysis",44142.0,64662.0,"5 Manhattan West, New York, NY"
753,393345,HOUSING PRESERVATION & DVLPMNT,"Executive Assistant, Commissioner's Office",1,Administration & Human Resources,70000.0,95000.0,100 Gold Street
754,393345,HOUSING PRESERVATION & DVLPMNT,"Executive Assistant, Commissioner's Office",1,Administration & Human Resources,70000.0,95000.0,100 Gold Street
755,393346,DEPARTMENT OF INVESTIGATION,Confidential Investigator,1,"Public Safety, Inspections, & Enforcement",50000.0,54000.0,80 Maiden Lane
756,393346,DEPARTMENT OF INVESTIGATION,Confidential Investigator,1,"Public Safety, Inspections, & Enforcement",50000.0,54000.0,80 Maiden Lane
757,393532,HOUSING PRESERVATION & DVLPMNT,Agency Attorney,1,Legal Affairs,73938.0,103000.0,100 Gold Street
758,393532,HOUSING PRESERVATION & DVLPMNT,Agency Attorney,1,Legal Affairs,73938.0,103000.0,100 Gold Street
759,393568,DEPT OF INFO TECH & TELECOMM,Equal Employment Opportunity & Diversity Coordinator,1,Administration & Human Resources,37217.0,53712.0,"Brooklyn, NY"
760,393568,DEPT OF INFO TECH & TELECOMM,Equal Employment Opportunity & Diversity Coordinator,1,Administration & Human Resources,37217.0,53712.0,"Brooklyn, NY"
761,393576,DEPT OF INFO TECH & TELECOMM,Equal Employment Opportunity & Diversity Coordinator,1,Administration & Human Resources,37217.0,61936.0,"Brooklyn, NY"
762,393576,DEPT OF INFO TECH & TELECOMM,Equal Employment Opportunity & Diversity Coordinator,1,Administration & Human Resources,37217.0,61936.0,"Brooklyn, NY"
763,393587,TAXI & LIMOUSINE COMMISSION,Prosecuting Attorney,2,Legal Affairs,58716.0,67523.0,"31-00 47 Ave, 3 FL, LIC NY"
764,393587,TAXI & LIMOUSINE COMMISSION,Prosecuting Attorney,2,Legal Affairs,58716.0,67523.0,"31-00 47 Ave, 3 FL, LIC NY"
765,393866,HRA/DEPT OF SOCIAL SERVICES,QUALITY CONTROL CLERK,1,"Administration & Human Resources Finance, Accounting, & Procurement Public Safety, Inspections, & Enforcement Social Services",35330.0,40629.0,4 World Trade Center  NYC NY
766,393918,OFFICE OF MANAGEMENT & BUDGET,Analyst  Technology Budget & Management,1,"Finance, Accounting, & Procurement Policy, Research & Analysis",45491.0,68244.0,255 Greenwich Street
767,393918,OFFICE OF MANAGEMENT & BUDGET,Analyst  Technology Budget & Management,1,"Finance, Accounting, & Procurement Policy, Research & Analysis",45491.0,68244.0,255 Greenwich Street
768,394049,DEPT OF INFO TECH & TELECOMM,"Assistant General Counsel, Telecommunications",1,"Technology, Data & Innovation Legal Affairs",66326.0,99394.0,"Brooklyn, NY"
769,394049,DEPT OF INFO TECH & TELECOMM,"Assistant General Counsel, Telecommunications",1,"Technology, Data & Innovation Legal Affairs",66326.0,99394.0,"Brooklyn, NY"
770,394143,DEPARTMENT OF TRANSPORTATION,Marine Oiler,15,Building Operations & Maintenance,49705.0,57161.0,"1 Bay Street, Staten Island, NY 10301"
771,394143,DEPARTMENT OF TRANSPORTATION,Marine Oiler,15,Building Operations & Maintenance,49705.0,57161.0,"1 Bay Street, Staten Island, NY 10301"
772,394231,DEPT OF DESIGN & CONSTRUCTION,Bid Package Reviewer,2,"Engineering, Architecture, & Planning",55416.0,83151.0,"30-30 Thomson Avenue, LIC, NY"
773,394231,DEPT OF DESIGN & CONSTRUCTION,Bid Package Reviewer,2,"Engineering, Architecture, & Planning",55416.0,83151.0,"30-30 Thomson Avenue, LIC, NY"
774,394247,DEPT OF INFO TECH & TELECOMM,CERT Specialist,1,"Technology, Data & Innovation",75000.0,150000.0,"New York, NY"
775,394247,DEPT OF INFO TECH & TELECOMM,CERT Specialist,1,"Technology, Data & Innovation",75000.0,150000.0,"New York, NY"
776,394300,HOUSING PRESERVATION & DVLPMNT,Brooklyn Planner,1,"Constituent Services & Community Programs Engineering, Architecture, & Planning Social Services",55416.0,65000.0,100 Gold Street
777,394300,HOUSING PRESERVATION & DVLPMNT,Brooklyn Planner,1,"Constituent Services & Community Programs Engineering, Architecture, & Planning Social Services",55416.0,65000.0,100 Gold Street
778,394301,OFFICE OF MANAGEMENT & BUDGET,Analyst  Pension Analysis,1,"Finance, Accounting, & Procurement Policy, Research & Analysis",45491.0,68244.0,255 Greenwich Street
779,394301,OFFICE OF MANAGEMENT & BUDGET,Analyst  Pension Analysis,1,"Finance, Accounting, & Procurement Policy, Research & Analysis",45491.0,68244.0,255 Greenwich Street
780,394303,DEPT OF HEALTH/MENTAL HYGIENE,"Early Childhood Education Consultant, Bureau of Childcare",1,Health,64507.0,80117.64,Citywide (Travel may be required)
781,394303,DEPT OF HEALTH/MENTAL HYGIENE,"Early Childhood Education Consultant, Bureau of Childcare",1,Health,64507.0,80117.64,Citywide (Travel may be required)
782,394387,DEPT OF DESIGN & CONSTRUCTION,Director,1,"Engineering, Architecture, & Planning",63031.0,168433.0,"30-30 Thomson Avenue, LIC, NY"
783,394387,DEPT OF DESIGN & CONSTRUCTION,Director,1,"Engineering, Architecture, & Planning",63031.0,168433.0,"30-30 Thomson Avenue, LIC, NY"
784,394394,DEPT OF DESIGN & CONSTRUCTION,Engineer-In-Charge,1,"Engineering, Architecture, & Planning",69963.0,118610.0,"101 Tyrellan Avenue, Staten Island, NY 10309"
785,394399,DEPT OF DESIGN & CONSTRUCTION,Program Exeutive,1,"Finance, Accounting, & Procurement",63031.0,168433.0,"30-30 Thomson Avenue, LIC, NY"
786,394399,DEPT OF DESIGN & CONSTRUCTION,Program Exeutive,1,"Finance, Accounting, & Procurement",63031.0,168433.0,"30-30 Thomson Avenue, LIC, NY"
787,394403,DEPT OF DESIGN & CONSTRUCTION,Engineer-In-Charge,8,"Engineering, Architecture, & Planning",78210.0,108657.0,"30-30 Thomson Avenue, LIC, NY"
788,394403,DEPT OF DESIGN & CONSTRUCTION,Engineer-In-Charge,8,"Engineering, Architecture, & Planning",78210.0,108657.0,"30-30 Thomson Avenue, LIC, NY"
789,394421,DEPT OF DESIGN & CONSTRUCTION,Executive Program Director,1,"Engineering, Architecture, & Planning",63031.0,168433.0,"30-30 Thomson Avenue, LIC, NY"
790,394421,DEPT OF DESIGN & CONSTRUCTION,Executive Program Director,1,"Engineering, Architecture, & Planning",63031.0,168433.0,"30-30 Thomson Avenue, LIC, NY"
791,394485,DEPT OF PARKS & RECREATION,Project Development Coordinator for Revenue,1,"Finance, Accounting, & Procurement",52524.0,81535.0,"Arsenal, Manhattan"
792,394485,DEPT OF PARKS & RECREATION,Project Development Coordinator for Revenue,1,"Finance, Accounting, & Procurement",52524.0,81535.0,"Arsenal, Manhattan"
793,394485,DEPT OF PARKS & RECREATION,Project Development Coordinator for Revenue,1,"Finance, Accounting, & Procurement",52524.0,81535.0,"Arsenal, Manhattan"
794,394584,DEPARTMENT OF SANITATION,OFFICE ENGINEER,1,"Engineering, Architecture, & Planning",72476.0,106222.0,"44 Beaver St., N.Y."
795,394584,DEPARTMENT OF SANITATION,OFFICE ENGINEER,1,"Engineering, Architecture, & Planning",72476.0,106222.0,"44 Beaver St., N.Y."
796,394589,ADMIN FOR CHILDREN'S SVCS,Agency Interne,50,Legal Affairs,66636.0,70353.0,"150 William Street, New York, NY 151-20 Jamaica Avenue, Queens, NY 900 Sheridan Avenue, Bronx, NY 330 Jay Street, Brooklyn, NY 350 St. Marks Place, Staten Island, NY"
797,394589,ADMIN FOR CHILDREN'S SVCS,Agency Interne,50,Legal Affairs,66636.0,70353.0,"150 William Street, New York, NY 151-20 Jamaica Avenue, Queens, NY 900 Sheridan Avenue, Bronx, NY 330 Jay Street, Brooklyn, NY 350 St. Marks Place, Staten Island, NY"
798,394635,HOUSING PRESERVATION & DVLPMNT,Manhattan Planner,1,"Engineering, Architecture, & Planning",55416.0,70000.0,100 Gold Street
799,394635,HOUSING PRESERVATION & DVLPMNT,Manhattan Planner,1,"Engineering, Architecture, & Planning",55416.0,70000.0,100 Gold Street
800,394638,DEPT OF ENVIRONMENT PROTECTION,Clerical Associate (Part-Time),3,"Public Safety, Inspections, & Enforcement",15.6672,25.3826,POSITIONS ARE AVAILABLE IN THE BOROUGH OF QUEENS
801,394638,DEPT OF ENVIRONMENT PROTECTION,Clerical Associate (Part-Time),3,"Public Safety, Inspections, & Enforcement",15.6672,25.3826,POSITIONS ARE AVAILABLE IN THE BOROUGH OF QUEENS
802,394682,DEPT OF DESIGN & CONSTRUCTION,Safety Auditor,1,"Engineering, Architecture, & Planning",54409.0,73124.0,"30-30 Thomson Avenue, LIC, NY"
803,394682,DEPT OF DESIGN & CONSTRUCTION,Safety Auditor,1,"Engineering, Architecture, & Planning",54409.0,73124.0,"30-30 Thomson Avenue, LIC, NY"
804,394703,LAW DEPARTMENT,CLAIM SPECIALIST Level 1,20,Legal Affairs,40275.0,64307.0,"100 Church St., N.Y. is the main location; however, the work location may be in one of the 5 NYC boroughs."
805,394703,LAW DEPARTMENT,CLAIM SPECIALIST Level 1,20,Legal Affairs,40275.0,64307.0,"100 Church St., N.Y. is the main location; however, the work location may be in one of the 5 NYC boroughs."
806,394709,DEPT OF INFO TECH & TELECOMM,Senior IT Architect,1,"Technology, Data & Innovation",100000.0,175000.0,"Brooklyn, NY"
807,394709,DEPT OF INFO TECH & TELECOMM,Senior IT Architect,1,"Technology, Data & Innovation",100000.0,175000.0,"Brooklyn, NY"
808,394878,DEPARTMENT OF CORRECTION,Correctional Counselor (AC1),20,Social Services,49591.0,57030.0,"Hazen Street (Rikers Island) East Elmhurst, New York 11370"
809,394878,DEPARTMENT OF CORRECTION,Correctional Counselor (AC1),20,Social Services,49591.0,57030.0,"Hazen Street (Rikers Island) East Elmhurst, New York 11370"
810,394939,HRA/DEPT OF SOCIAL SERVICES,"DIRECTOR , RECONCILIATION & REPORTING UNIT",1,"Administration & Human Resources Finance, Accounting, & Procurement Health Social Services",62862.0,81000.0,4 World Trade Center
811,395004,DEPARTMENT OF INVESTIGATION,Assistant Inspector General/Background Supervisor,2,"Public Safety, Inspections, & Enforcement",64230.0,85000.0,80 Maiden Lane
812,395004,DEPARTMENT OF INVESTIGATION,Assistant Inspector General/Background Supervisor,2,"Public Safety, Inspections, & Enforcement",64230.0,85000.0,80 Maiden Lane
813,395052,TAXI & LIMOUSINE COMMISSION,Radio Room Operator,2,"Public Safety, Inspections, & Enforcement",21.3043,28.7055,24-55 Bklyn Qns Expy Woodside
814,395052,TAXI & LIMOUSINE COMMISSION,Radio Room Operator,2,"Public Safety, Inspections, & Enforcement",21.3043,28.7055,24-55 Bklyn Qns Expy Woodside
815,395099,OFFICE OF MANAGEMENT & BUDGET,Analyst  Transit,2,"Finance, Accounting, & Procurement Policy, Research & Analysis",45491.0,68244.0,255 Greenwich Street
816,395099,OFFICE OF MANAGEMENT & BUDGET,Analyst  Transit,2,"Finance, Accounting, & Procurement Policy, Research & Analysis",45491.0,68244.0,255 Greenwich Street
817,395172,DEPT OF DESIGN & CONSTRUCTION,Data Analyst GIS,1,"Technology, Data & Innovation",79564.0,99161.0,"30-30 Thomson Avenue, LIC, NY"
818,395172,DEPT OF DESIGN & CONSTRUCTION,Data Analyst GIS,1,"Technology, Data & Innovation",79564.0,99161.0,"30-30 Thomson Avenue, LIC, NY"
819,395202,DEPT OF INFO TECH & TELECOMM,Senior Radio Support Specialist,1,"Technology, Data & Innovation",46551.0,60000.0,"Brooklyn, NY"
820,395202,DEPT OF INFO TECH & TELECOMM,Senior Radio Support Specialist,1,"Technology, Data & Innovation",46551.0,60000.0,"Brooklyn, NY"
821,395295,DEPT OF YOUTH & COMM DEV SRVS,Deputy Director,1,Constituent Services & Community Programs,56990.0,156829.0,"2 Lafayette St., N.Y."
822,395297,DEPT OF INFO TECH & TELECOMM,Senior Business Analyst,1,"Technology, Data & Innovation",74354.0,86913.0,"2 Metrotech, Brooklyn NY"
823,395318,DEPT OF DESIGN & CONSTRUCTION,Junior Web Application Developer,1,"Technology, Data & Innovation",49741.0,68675.0,"30-30 Thomson Avenue, LIC, NY"
824,395318,DEPT OF DESIGN & CONSTRUCTION,Junior Web Application Developer,1,"Technology, Data & Innovation",49741.0,68675.0,"30-30 Thomson Avenue, LIC, NY"
825,395360,DEPT OF YOUTH & COMM DEV SRVS,Census 2020 Summer College Intern,9,"Policy, Research & Analysis Social Services",15.0,15.5,161 William St  New York N Y
826,395360,DEPT OF YOUTH & COMM DEV SRVS,Census 2020 Summer College Intern,9,"Policy, Research & Analysis Social Services",15.0,15.5,161 William St  New York N Y
827,395456,DEPT OF INFO TECH & TELECOMM,Senior Project Manager for Public Safety,1,"Technology, Data & Innovation",0.0,125000.0,"Brooklyn, NY"
828,395456,DEPT OF INFO TECH & TELECOMM,Senior Project Manager for Public Safety,1,"Technology, Data & Innovation",0.0,125000.0,"Brooklyn, NY"
829,395457,DEPT OF INFO TECH & TELECOMM,Public Safety Junior Scheduler,1,"Technology, Data & Innovation",0.0,75000.0,"Brooklyn, NY"
830,395483,DEPT OF YOUTH & COMM DEV SRVS,"NYC Census 2020 - Senior Advisor, Communications",1,Constituent Services & Community Programs Communications & Intergovernmental Affairs,80000.0,90000.0,"161 William St, New York, NY"
831,395483,DEPT OF YOUTH & COMM DEV SRVS,"NYC Census 2020 - Senior Advisor, Communications",1,Constituent Services & Community Programs Communications & Intergovernmental Affairs,80000.0,90000.0,"161 William St, New York, NY"
832,395508,DEPT OF YOUTH & COMM DEV SRVS,NYC Census 2020 - Field Director,1,Constituent Services & Community Programs Communications & Intergovernmental Affairs,80000.0,90000.0,"161 William St, New York, NY"
833,395508,DEPT OF YOUTH & COMM DEV SRVS,NYC Census 2020 - Field Director,1,Constituent Services & Community Programs Communications & Intergovernmental Affairs,80000.0,90000.0,"161 William St, New York, NY"
834,395548,DEPT OF YOUTH & COMM DEV SRVS,Program Manager,1,Constituent Services & Community Programs,58440.0,70000.0,"2 Lafayette St., N.Y."
835,395553,DEPT OF DESIGN & CONSTRUCTION,Executive Assistant,1,Administration & Human Resources,38851.0,60990.0,"30-30 Thomson Avenue, LIC, NY"
836,395553,DEPT OF DESIGN & CONSTRUCTION,Executive Assistant,1,Administration & Human Resources,38851.0,60990.0,"30-30 Thomson Avenue, LIC, NY"
837,395737,HUMAN RIGHTS COMMISSION,Agency Attorney 2 (GBHU),1,Legal Affairs,66326.0,76295.0,VARIOUS
838,395737,HUMAN RIGHTS COMMISSION,Agency Attorney 2 (GBHU),1,Legal Affairs,66326.0,76295.0,VARIOUS
839,395749,DEPT OF INFO TECH & TELECOMM,Project Manager for Public Safety,1,"Technology, Data & Innovation",75000.0,115000.0,"15 Metrotech, Brooklyn NY"
840,395749,DEPT OF INFO TECH & TELECOMM,Project Manager for Public Safety,1,"Technology, Data & Innovation",75000.0,115000.0,"15 Metrotech, Brooklyn NY"
841,395848,DEPT. OF HOMELESS SERVICES,DHS FIRST DEPUTY COMMISSIONER,1,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Engineering, Architecture, & Planning Finance, Accounting, & Procurement Health Technology, Data & Innovation Legal Affairs Building Operations & Maintenance Policy, Research & Analysis Public Safety, Inspections, & Enforcement Social Services",200931.0,214848.0,"33 Beaver St, New York NY"
